
#S 39 YB66
#UCELL 23.44 23.44 23.44 90.0000 90.0000 90.0000
#USYSTEM Cubic
#UREF Pierre Villars (Chief Editor), PAULING FILE in: Inorganic Solid Phases, SpringerMaterials (online database), Springer, Heidelberg (ed.) SpringerMaterials
#UTEMP 298.15
#C YB66 anisotropic temperature factor
#UANISO_COFF_B1 1 96 0.00038 0.00044 0.00039 0 0 0
#UANISO_COFF_B2 97 192 0.00053 0.00041 0.00040 0 0 0
#UANISO_COFF_B3 193 288 0.00048 0.00041 0.00029 0 0 0
#UANISO_COFF_B4 289 384 0.00034 0.00035 0.00027 0 0 0
#UANISO_COFF_B5 385 480 0.00045 0.00030 0.00040 0 0 0
#UANISO_COFF_B6 481 672 0.00068 0.00038 0.00038 0.00006 0.00009 0.00011
#UANISO_COFF_B7 673 864 0.00068 0.00035 0.00031 -0.00001 -0.00006 0.00007
#UANISO_COFF_B8 865 1056 0.00045 0.00042 0.00050 -0.00002 0.00020 -0.00005
#UANISO_COFF_B9 1057 1248 0.00052 0.00030 0.00076 0.00004 -0.00001 0.00005
#UANISO_COFF_B10 1249 1440 0.00117 0.00140 0.00131 -0.00037 -0.00051 -0.00059
#UANISO_COFF_B11 1441 1632 0.00215 0.00155 0.00359 -0.00027 -0.00056 0.00049
#UANISO_COFF_B12 1633 1824 0.00101 0.00032 0.00111 -0.00014 -0.00084 0.00011
#UANISO_COFF_B13 1825 1888 0.00130 0.00130 0.00130 0.00056 0.00056 0.00056
#UANISO_COFF_Y 1889 1936 0.00051 0.00048 0.00048 0 0 0
#C Higashi I., Kobayashi K., Tanaka T., Ishizawa Y.: Structure Refinement of YB62 and YB56 of the YB66-Type Structure. Journal of Solid State Chemistry 133 (1997) 16-20
#C S.M. Richards and J.S. Kaspar: The crystal structure of YB66. Acta Crystallogr. Sect. B Struct. Crystallogr. Cryst. Chem. 25, 237251 (1969)
#C Coordinators tabulated by Xiaojiang Yu <xiaojiang@nus.edu.sg>, with suggestion from Manuel Sanchez del Rio <srio@esrf.fr>
#N  6
#L  AtomicNumber  Fraction  X  Y  Z  Charge
5   1   0.5   0.94077   0.96284   -0.045548
5   1   0   0.55923   0.96284   -0.045548
5   1   0.55923   0.5   0.96284   -0.045548
5   1   0.44077   0.5   0.96284   -0.045548
5   1   0   0.44077   0.96284   -0.045548
5   1   0.5   0.05923   0.96284   -0.045548
5   1   0.94077   0   0.96284   -0.045548
5   1   0.05923   0   0.96284   -0.045548
5   1   0   0.96284   0.94077   -0.045548
5   1   0.5   0.53716   0.94077   -0.045548
5   1   0.96284   0.5   0.94077   -0.045548
5   1   0.03716   0.5   0.94077   -0.045548
5   1   0.5   0.46284   0.94077   -0.045548
5   1   0   0.03716   0.94077   -0.045548
5   1   0.53716   0   0.94077   -0.045548
5   1   0.46284   0   0.94077   -0.045548
5   1   0.5   0.96284   0.55923   -0.045548
5   1   0   0.53716   0.55923   -0.045548
5   1   0.53716   0.5   0.55923   -0.045548
5   1   0.46284   0.5   0.55923   -0.045548
5   1   0   0.46284   0.55923   -0.045548
5   1   0.5   0.03716   0.55923   -0.045548
5   1   0.96284   0   0.55923   -0.045548
5   1   0.03716   0   0.55923   -0.045548
5   1   0   0.94077   0.53716   -0.045548
5   1   0.5   0.55923   0.53716   -0.045548
5   1   0.94077   0.5   0.53716   -0.045548
5   1   0.05923   0.5   0.53716   -0.045548
5   1   0.5   0.44077   0.53716   -0.045548
5   1   0   0.05923   0.53716   -0.045548
5   1   0.55923   0   0.53716   -0.045548
5   1   0.44077   0   0.53716   -0.045548
5   1   0.94077   0.96284   0.5   -0.045548
5   1   0.05923   0.96284   0.5   -0.045548
5   1   0.53716   0.94077   0.5   -0.045548
5   1   0.46284   0.94077   0.5   -0.045548
5   1   0.96284   0.55923   0.5   -0.045548
5   1   0.03716   0.55923   0.5   -0.045548
5   1   0.55923   0.53716   0.5   -0.045548
5   1   0.44077   0.53716   0.5   -0.045548
5   1   0.55923   0.46284   0.5   -0.045548
5   1   0.44077   0.46284   0.5   -0.045548
5   1   0.96284   0.44077   0.5   -0.045548
5   1   0.03716   0.44077   0.5   -0.045548
5   1   0.53716   0.05923   0.5   -0.045548
